Northern Hemisphere Land January - December Average Temperature Anomalies
Units: Degrees Celsius
Base Period: 1901-2000
Missing: -999
Date,Anomaly
191306,-0.74
191307,-0.72
191308,-0.67
191309,-0.61
191310,-0.54
191311,-0.55
191312,-0.48
191401,-0.41
191402,-0.36
191403,-0.33
191404,-0.32
191405,-0.29
191406,-0.26
191407,-0.25
191408,-0.25
191409,-0.25
191410,-0.19
191411,-0.15
191412,-0.18
191501,-0.22
191502,-0.21
191503,-0.18
191504,-0.12
191505,-0.09
191506,-0.09
191507,-0.07
191508,-0.07
191509,-0.08
191510,-0.13
191511,-0.14
191512,-0.20
191601,-0.18
191602,-0.20
191603,-0.22
191604,-0.26
191605,-0.30
191606,-0.32
191607,-0.33
191608,-0.35
191609,-0.35
191610,-0.33
191611,-0.41
191612,-0.50
191701,-0.54
191702,-0.60
191703,-0.66
191704,-0.71
191705,-0.75
191706,-0.74
191707,-0.73
191708,-0.73
191709,-0.72
191710,-0.79
191711,-0.73
191712,-0.73
191801,-0.79
191802,-0.78
191803,-0.73
191804,-0.73
191805,-0.75
191806,-0.78
191807,-0.80
191808,-0.81
191809,-0.79
191810,-0.72
191811,-0.75
191812,-0.69
191901,-0.60
191902,-0.59
191903,-0.63
191904,-0.58
191905,-0.51
191906,-0.49
191907,-0.46
191908,-0.42
191909,-0.41
191910,-0.40
191911,-0.37
191912,-0.33
192001,-0.29
192002,-0.24
192003,-0.14
192004,-0.14
192005,-0.12
192006,-0.10
192007,-0.12
192008,-0.14
192009,-0.17
192010,-0.21
192011,-0.22
192012,-0.26
192101,-0.26
192102,-0.28
192103,-0.33
192104,-0.33
192105,-0.34
192106,-0.31
192107,-0.29
192108,-0.29
192109,-0.28
192110,-0.24
192111,-0.19
192112,-0.12
192201,-0.14
192202,-0.21
192203,-0.19
192204,-0.18
192205,-0.19
192206,-0.21
192207,-0.23
192208,-0.23
192209,-0.24
192210,-0.28
192211,-0.27
192212,-0.23
192301,-0.25
192302,-0.20
192303,-0.26
192304,-0.31
192305,-0.33
192306,-0.32
192307,-0.32
192308,-0.32
192309,-0.31
192310,-0.25
192311,-0.23
192312,-0.26
192401,-0.26
192402,-0.24
192403,-0.15
192404,-0.11
192405,-0.08
192406,-0.08
192407,-0.07
192408,-0.06
192409,-0.05
192410,-0.08
192411,-0.07
192412,-0.07
192501,-0.08
192502,-0.09
192503,-0.10
192504,-0.07
192505,-0.09
192506,-0.11
192507,-0.11
192508,-0.12
192509,-0.10
192510,-0.09
192511,-0.12
192512,-0.08
192601,0.02
192602,0.07
192603,0.12
192604,0.11
192605,0.10
192606,0.10
192607,0.09
192608,0.10
192609,0.08
192610,0.11
192611,0.11
192612,0.03
192701,-0.08
192702,-0.11
192703,-0.25
192704,-0.29
192705,-0.25
192706,-0.24
192707,-0.21
192708,-0.22
192709,-0.19
192710,-0.17
192711,-0.18
192712,-0.18
192801,-0.11
192802,-0.08
192803,-0.02
192804,-0.03
192805,-0.03
192806,-0.04
192807,-0.04
192808,-0.05
192809,-0.07
192810,-0.12
192811,-0.10
192812,-0.03
192901,-0.11
192902,-0.21
192903,-0.21
192904,-0.22
192905,-0.26
192906,-0.28
192907,-0.30
192908,-0.30
192909,-0.32
192910,-0.31
192911,-0.35
192912,-0.46
193001,-0.43
193002,-0.36
193003,-0.32
193004,-0.27
193005,-0.25
193006,-0.21
193007,-0.17
193008,-0.14
193009,-0.15
193010,-0.17
193011,-0.09
193012,0.02
193101,0.05
193102,0.02
193103,-0.01
193104,-0.03
193105,-0.03
193106,0.00
193107,0.02
193108,0.03
193109,0.08
193110,0.16
193111,0.15
193112,0.17
193201,0.24
193202,0.25
193203,0.25
193204,0.31
193205,0.33
193206,0.31
193207,0.29
193208,0.27
193209,0.27
193210,0.24
193211,0.15
193212,0.10
193301,0.02
193302,0.00
193303,-0.03
193304,-0.08
193305,-0.12
193306,-0.15
193307,-0.15
193308,-0.17
193309,-0.23
193310,-0.27
193311,-0.25
193312,-0.28
193401,-0.30
193402,-0.18
193403,-0.17
193404,-0.19
193405,-0.13
193406,-0.11
193407,-0.11
193408,-0.11
193409,-0.10
193410,-0.05
193411,0.03
193412,0.12
193501,0.09
193502,0.12
193503,0.16
193504,0.14
193505,0.07
193506,0.07
193507,0.07
193508,0.08
193509,0.10
193510,0.08
193511,-0.04
193512,-0.10
193601,-0.10
193602,-0.28
193603,-0.34
193604,-0.28
193605,-0.24
193606,-0.23
193607,-0.20
193608,-0.21
193609,-0.21
193610,-0.20
193611,-0.13
193612,-0.09
193701,-0.01
193702,0.09
193703,0.09
193704,0.07
193705,0.10
193706,0.11
193707,0.11
193708,0.11
193709,0.15
193710,0.17
193711,0.19
193712,0.16
193801,0.18
193802,0.20
193803,0.29
193804,0.38
193805,0.36
193806,0.34
193807,0.33
193808,0.34
193809,0.34
193810,0.34
193811,0.37
193812,0.38
193901,0.36
193902,0.33
193903,0.25
193904,0.17
193905,0.17
193906,0.18
193907,0.19
193908,0.18
193909,0.15
193910,0.10
193911,0.08
193912,0.21
194001,0.21
194002,0.23
194003,0.28
194004,0.34
194005,0.35
194006,0.35
194007,0.35
194008,0.33
194009,0.34
194010,0.37
194011,0.35
194012,0.25
194101,0.24
194102,0.26
194103,0.24
194104,0.18
194105,0.17
194106,0.18
194107,0.19
194108,0.21
194109,0.17
194110,0.17
194111,0.13
194112,0.10
194201,0.16
194202,0.09
194203,0.08
194204,0.09
194205,0.08
194206,0.09
194207,0.07
194208,0.04
194209,0.06
194210,0.06
194211,0.11
194212,0.13
194301,0.03
194302,0.09
194303,0.10
194304,0.16
194305,0.19
194306,0.15
194307,0.15
194308,0.17
194309,0.17
194310,0.20
194311,0.23
194312,0.26
194401,0.39
194402,0.42
194403,0.48
194404,0.45
194405,0.43
194406,0.45
194407,0.45
194408,0.44
194409,0.47
194410,0.44
194411,0.41
194412,0.36
194501,0.28
194502,0.19
194503,0.13
194504,0.15
194505,0.13
194506,0.12
194507,0.11
194508,0.14
194509,0.12
194510,0.10
194511,0.08
194512,0.02
194601,0.04
194602,0.08
194603,0.09
194604,0.08
194605,0.09
194606,0.08
194607,0.08
194608,0.05
194609,0.03
194610,-0.01
194611,0.01
194612,0.01
194701,-0.02
194702,-0.02
194703,0.04
194704,0.04
194705,0.04
194706,0.05
194707,0.04
194708,0.04
194709,0.07
194710,0.15
194711,0.17
194712,0.22
194801,0.27
194802,0.25
194803,0.17
194804,0.14
194805,0.17
194806,0.19
194807,0.20
194808,0.21
194809,0.21
194810,0.15
194811,0.13
194812,0.06
194901,0.04
194902,0.02
194903,0.07
194904,0.06
194905,0.04
194906,0.00
194907,-0.03
194908,-0.04
194909,-0.06
194910,-0.08
194911,-0.09
194912,-0.03
195001,-0.11
195002,-0.13
195003,-0.15
195004,-0.18
195005,-0.19
195006,-0.18
195007,-0.19
195008,-0.22
195009,-0.21
195010,-0.22
195011,-0.27
195012,-0.28
195101,-0.30
195102,-0.34
195103,-0.38
195104,-0.34
195105,-0.31
195106,-0.31
195107,-0.27
195108,-0.22
195109,-0.18
195110,-0.15
195111,-0.11
195112,-0.04
195201,0.05
195202,0.16
195203,0.14
195204,0.15
195205,0.15
195206,0.16
195207,0.18
195208,0.16
195209,0.15
195210,0.10
195211,0.08
195212,0.03
195301,0.03
195302,0.07
195303,0.14
195304,0.19
195305,0.21
195306,0.23
195307,0.24
195308,0.26
195309,0.25
195310,0.30
195311,0.34
195312,0.37
195401,0.29
195402,0.23
195403,0.18
195404,0.12
195405,0.06
195406,0.04
195407,0.02
195408,0.02
195409,0.01
195410,0.01
195411,0.07
195412,0.04
195501,0.16
195502,0.13
195503,0.10
195504,0.07
195505,0.08
195506,0.08
195507,0.07
195508,0.07
195509,0.05
195510,0.05
195511,-0.07
195512,-0.12
195601,-0.20
195602,-0.20
195603,-0.15
195604,-0.17
195605,-0.21
195606,-0.23
195607,-0.24
195608,-0.29
195609,-0.34
195610,-0.43
195611,-0.40
195612,-0.34
195701,-0.35
195702,-0.34
195703,-0.36
195704,-0.33
195705,-0.30
195706,-0.28
195707,-0.27
195708,-0.23
195709,-0.18
195710,-0.14
195711,-0.12
195712,-0.11
195801,-0.01
195802,0.03
195803,0.06
195804,0.05
195805,0.06
195806,0.05
195807,0.05
195808,0.05
195809,0.03
195810,0.03
195811,0.02
195812,0.04
195901,-0.03
195902,-0.03
195903,0.02
195904,0.07
195905,0.07
195906,0.09
195907,0.09
195908,0.09
195909,0.11
195910,0.10
195911,0.11
195912,0.09
196001,0.09
196002,0.13
196003,0.01
196004,-0.04
196005,-0.04
196006,-0.03
196007,-0.02
196008,-0.02
196009,-0.01
196010,0.00
196011,-0.02
196012,0.05
196101,0.06
196102,0.03
196103,0.11
196104,0.14
196105,0.15
196106,0.14
196107,0.13
196108,0.13
196109,0.09
196110,0.07
196111,0.10
196112,-0.01
196201,0.00
196202,0.02
196203,0.07
196204,0.09
196205,0.08
196206,0.04
196207,0.05
196208,0.04
196209,0.05
196210,0.09
196211,0.11
196212,0.17
196301,0.14
196302,0.16
196303,0.07
196304,0.03
196305,0.02
196306,0.02
196307,0.02
196308,0.03
196309,0.05
196310,0.08
196311,0.08
196312,0.07
196401,0.04
196402,-0.07
196403,-0.09
196404,-0.15
196405,-0.15
196406,-0.15
196407,-0.18
196408,-0.20
196409,-0.24
196410,-0.32
196411,-0.38
196412,-0.41
196501,-0.37
196502,-0.39
196503,-0.34
196504,-0.31
196505,-0.30
196506,-0.31
196507,-0.31
196508,-0.32
196509,-0.31
196510,-0.28
196511,-0.25
196512,-0.25
196601,-0.32
196602,-0.29
196603,-0.32
196604,-0.34
196605,-0.33
196606,-0.30
196607,-0.27
196608,-0.22
196609,-0.18
196610,-0.21
196611,-0.23
196612,-0.22
196701,-0.21
196702,-0.25
196703,-0.19
196704,-0.12
196705,-0.07
196706,-0.09
196707,-0.11
196708,-0.14
196709,-0.15
196710,-0.07
196711,-0.05
196712,-0.01
196801,0.00
196802,0.04
196803,0.09
196804,0.08
196805,0.05
196806,0.04
196807,0.03
196808,0.02
196809,0.01
196810,-0.06
196811,-0.13
196812,-0.24
196901,-0.30
196902,-0.38
196903,-0.51
196904,-0.52
196905,-0.53
196906,-0.52
196907,-0.50
196908,-0.49
196909,-0.48
196910,-0.45
196911,-0.36
196912,-0.22
197001,-0.10
197002,0.02
197003,0.05
197004,0.05
197005,0.05
197006,0.06
197007,0.07
197008,0.07
197009,0.07
197010,0.04
197011,0.01
197012,-0.10
197101,-0.14
197102,-0.20
197103,-0.20
197104,-0.19
197105,-0.18
197106,-0.18
197107,-0.19
197108,-0.19
197109,-0.18
197110,-0.15
197111,-0.13
197112,-0.09
197201,-0.13
197202,-0.17
197203,-0.14
197204,-0.13
197205,-0.15
197206,-0.16
197207,-0.17
197208,-0.16
197209,-0.21
197210,-0.20
197211,-0.27
197212,-0.28
197301,-0.19
197302,-0.06
197303,-0.03
197304,0.01
197305,0.06
197306,0.10
197307,0.12
197308,0.14
197309,0.17
197310,0.18
197311,0.22
197312,0.25
197401,0.21
197402,0.09
197403,0.07
197404,0.04
197405,0.01
197406,-0.03
197407,-0.04
197408,-0.06
197409,-0.07
197410,-0.09
197411,-0.12
197412,-0.19
197501,-0.15
197502,-0.07
197503,-0.05
197504,-0.02
197505,0.00
197506,0.02
197507,0.02
197508,0.02
197509,0.04
197510,0.05
197511,0.05
197512,0.09
197601,0.12
197602,0.08
197603,0.01
197604,0.00
197605,-0.02
197606,-0.06
197607,-0.08
197608,-0.09
197609,-0.09
197610,-0.15
197611,-0.17
197612,-0.21
197701,-0.25
197702,-0.25
197703,-0.19
197704,-0.17
197705,-0.11
197706,-0.05
197707,-0.02
197708,-0.01
197709,0.00
197710,0.06
197711,0.15
197712,0.19
197801,0.21
197802,0.22
197803,0.22
197804,0.20
197805,0.15
197806,0.09
197807,0.06
197808,0.03
197809,0.01
197810,0.03
197811,0.02
197812,0.02
197901,0.00
197902,-0.09
197903,-0.11
197904,-0.18
197905,-0.17
197906,-0.15
197907,-0.12
197908,-0.09
197909,-0.07
197910,-0.04
197911,-0.05
197912,0.03
198001,0.07
198002,0.21
198003,0.20
198004,0.27
198005,0.30
198006,0.32
198007,0.32
198008,0.33
198009,0.31
198010,0.31
198011,0.32
198012,0.25
198101,0.36
198102,0.39
198103,0.49
198104,0.52
198105,0.52
198106,0.54
198107,0.54
198108,0.56
198109,0.57
198110,0.58
198111,0.61
198112,0.68
198201,0.50
198202,0.42
198203,0.31
198204,0.28
198205,0.24
198206,0.19
198207,0.19
198208,0.16
198209,0.15
198210,0.10
198211,0.01
198212,-0.03
198301,0.07
198302,0.10
198303,0.17
198304,0.14
198305,0.14
198306,0.16
198307,0.18
198308,0.23
198309,0.25
198310,0.28
198311,0.41
198312,0.38
198401,0.37
198402,0.33
198403,0.31
198404,0.31
198405,0.35
198406,0.36
198407,0.34
198408,0.31
198409,0.28
198410,0.27
198411,0.17
198412,0.10
198501,0.09
198502,0.05
198503,0.02
198504,0.04
198505,0.01
198506,0.02
198507,0.00
198508,-0.01
198509,-0.01
198510,-0.03
198511,-0.01
198512,0.07
198601,0.08
198602,0.19
198603,0.22
198604,0.24
198605,0.25
198606,0.25
198607,0.25
198608,0.25
198609,0.24
198610,0.24
198611,0.23
198612,0.20
198701,0.18
198702,0.18
198703,0.12
198704,0.09
198705,0.09
198706,0.09
198707,0.12
198708,0.14
198709,0.18
198710,0.19
198711,0.16
198712,0.21
198801,0.23
198802,0.23
198803,0.29
198804,0.35
198805,0.38
198806,0.42
198807,0.45
198808,0.45
198809,0.47
198810,0.50
198811,0.54
198812,0.56
198901,0.49
198902,0.50
198903,0.51
198904,0.50
198905,0.47
198906,0.44
198907,0.42
198908,0.41
198909,0.40
198910,0.40
198911,0.38
198912,0.37
199001,0.43
199002,0.41
199003,0.52
199004,0.58
199005,0.63
199006,0.66
199007,0.65
199008,0.67
199009,0.68
199010,0.69
199011,0.73
199012,0.71
199101,0.73
199102,0.75
199103,0.63
199104,0.59
199105,0.57
199106,0.57
199107,0.59
199108,0.59
199109,0.60
199110,0.60
199111,0.61
199112,0.60
199201,0.61
199202,0.60
199203,0.63
199204,0.57
199205,0.53
199206,0.46
199207,0.40
199208,0.34
199209,0.27
199210,0.19
199211,0.14
199212,0.15
199301,0.12
199302,0.14
199303,0.13
199304,0.16
199305,0.19
199306,0.22
199307,0.26
199308,0.28
199309,0.31
199310,0.37
199311,0.35
199312,0.34
199401,0.32
199402,0.21
199403,0.21
199404,0.23
199405,0.24
199406,0.27
199407,0.28
199408,0.30
199409,0.34
199410,0.38
199411,0.46
199412,0.46
199501,0.54
199502,0.75
199503,0.78
199504,0.82
199505,0.83
199506,0.85
199507,0.85
199508,0.89
199509,0.91
199510,0.91
199511,0.95
199512,0.95
199601,0.87
199602,0.78
199603,0.74
199604,0.65
199605,0.64
199606,0.59
199607,0.59
199608,0.53
199609,0.46
199610,0.39
199611,0.37
199612,0.38
199701,0.37
199702,0.34
199703,0.39
199704,0.44
199705,0.43
199706,0.46
199707,0.45
199708,0.48
199709,0.54
199710,0.63
199711,0.62
199712,0.61
199801,0.64
199802,0.69
199803,0.67
199804,0.72
199805,0.75
199806,0.79
199807,0.85
199808,0.91
199809,0.93
199810,0.91
199811,0.91
199812,0.98
199901,1.00
199902,1.04
199903,1.00
199904,0.95
199905,0.93
199906,0.89
199907,0.85
199908,0.80
199909,0.78
199910,0.77
199911,0.81
199912,0.81
200001,0.80
200002,0.78
200003,0.87
200004,0.93
200005,0.95
200006,0.95
200007,0.95
200008,0.96
200009,0.94
200010,0.91
200011,0.84
200012,0.74
200101,0.75
200102,0.67
200103,0.64
200104,0.58
200105,0.60
200106,0.60
200107,0.62
200108,0.65
200109,0.68
200110,0.71
